axis	row	probe	point	verdict	defect	ledger_status	decided_by
A	form|rule-opt|rules.security.command-injection.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.command-injection.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.command-injection.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.security.command-injection.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.security.command-injection.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.command-injection.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.command-injection.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.security.hardcoded-credentials.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.security.hardcoded-credentials.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.hardcoded-credentials.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.hardcoded-credentials.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.security.hardcoded-credentials.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.security.hardcoded-credentials.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.hardcoded-credentials.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.hardcoded-credentials.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.security.sensitive-parameter.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.security.sensitive-parameter.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.sensitive-parameter.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.sensitive-parameter.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.security.sensitive-parameter.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.security.sensitive-parameter.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.sensitive-parameter.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.sensitive-parameter.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.security.sql-injection.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.security.sql-injection.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.sql-injection.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.sql-injection.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.security.sql-injection.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.security.sql-injection.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.sql-injection.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.sql-injection.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.security.xss.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.security.xss.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.xss.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.xss.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.security.xss.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.security.xss.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.xss.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.security.xss.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.size.class-count.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.size.class-count.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.class-count.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.class-count.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.size.class-count.error|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.error|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.error|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.size.class-count.error|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.class-count.error|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.class-count.error|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.error|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.error|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.size.class-count.threshold|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.threshold|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.threshold|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.size.class-count.threshold|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.class-count.threshold|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.class-count.threshold|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.threshold|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.threshold|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.size.class-count.warning|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.warning|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.warning|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.size.class-count.warning|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.class-count.warning|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.class-count.warning|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.class-count.warning|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.size.method-count.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	DECIDED	omitted == equivalent; lost at optionsObject
A	form|rule-opt|rules.size.method-count.enabled|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.enabled|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.enabled|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.method-count.enabled|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.method-count.enabled|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.enabled|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.size.method-count.error|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.error|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.error|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.size.method-count.error|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.method-count.error|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.method-count.error|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.error|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.error|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.size.method-count.threshold|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.threshold|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.threshold|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.size.method-count.threshold|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.method-count.threshold|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.method-count.threshold|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.threshold|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.threshold|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|rule-opt|rules.size.method-count.warning|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.warning|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.warning|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|rule-opt|rules.size.method-count.warning|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.method-count.warning|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|rule-opt|rules.size.method-count.warning|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|rule-opt|rules.size.method-count.warning|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
